//mob_db.txtへオーバーライド,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
//ID,Name,JName,LV,HP,SP,EXP,JEXP,Range1,ATK1,ATK2,DEF,MDEF,STR,AGI,VIT,INT,DEX,LUK,Range2,Range3,Scale,Race,Element,Mode,Speed,ADelay,aMotion,dMotion,Drop1id,Drop1per,Drop2id,Drop2per,Drop3id,Drop3per,Drop4id,Drop4per,Drop5id,Drop5per,Drop6id,Drop6per,Drop7id,Drop7per,Drop8id,Drop8per,Drop9id,Drop9per,DropCardid,DropCardper,MEXP,ExpPer,MVP1id,MVP1per,MVP2id,MVP2per,MVP3id,MVP3per
31059,APOCALIPS_H,覚醒ヴェスパー,220,19325677,0,300000000,300000000,3,4347,4656,5402,109,177,195,165,130,500,66,10,12,2,2,46,437,180,504,912,432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31060,KIEL_,覚醒キエル-D-01,220,20164583,0,300000000,300000000,3,3767,3580,314,232,166,187,155,141,500,66,10,12,1,0,47,437,130,1152,576,432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31061,BOITATA,覚醒ボイタタ,220,21397564,0,300000000,300000000,2,3304,962,32,66,140,99,30,109,500,66,10,12,2,2,63,437,200,1152,1152,576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31062,MAYA,覚醒マヤー,220,18652399,0,300000000,300000000,1,3276,2650,183,50,88,72,76,102,500,66,10,12,2,4,82,437,100,864,1000,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31063,GOPINICH,覚醒ゴピニク,220,18423657,0,300000000,300000000,3,3612,1861,355,121,127,102,143,102,500,66,10,12,2,2,62,437,150,1536,864,432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31064,LORD_OF_DEATH,覚醒ロードオブデス,220,19876253,0,300000000,300000000,3,3709,962,336,73,140,99,30,109,500,66,10,12,2,6,67,437,180,1446,1296,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31065,LEAK,覚醒レヤック,220,17620237,0,300000000,300000000,2,3723,1284,280,128,122,125,30,85,500,66,10,12,2,6,47,437,130,576,576,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31066,DARK_SNAKE_LORD,覚醒黒蛇王,220,18423576,0,300000000,300000000,3,3717,1986,314,185,122,172,107,135,500,66,10,12,2,2,68,437,200,588,816,420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1623,RSX_0806,RSX-0806,100,1560733,0,171195,79928,1,3348,976,317,96,153,143,110,128,165,84,10,12,2,0,60,437,220,128,1104,240,7093,6000,7327,5000,617,1000,1242,100,1531,40,1230,5,13017,1,0,0,0,0,4342,1,85597,10000,607,5500,5104,3500,12590,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

//上
31100,MG_AMDARAIS,覚醒アムダライス,240,4290000,0,350000000,350000000,3,5290,3900,30,40,255,39,90,169,550,99,10,12,2,1,89,437,120,1200,1200,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31101,KRAKEN,覚醒クラーケン,240,2669000,0,350000000,350000000,3,4323,2830,55,229,196,109,165,117,550,99,10,12,2,5,81,437,130,432,864,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31102,EVENT_DETALE,覚醒データルザウルス,240,3360000,0,350000000,350000000,3,4072,2662,364,166,100,90,112,136,550,99,10,12,2,9,67,437,250,936,432,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31103,KTULLANUX,覚醒クトルラナックス,240,3417000,0,350000000,350000000,3,4613,2680,129,78,85,126,30,125,550,99,10,12,2,2,81,437,400,432,840,216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31104,FALLINGBISHOP,覚醒大神官ヒバム,240,3786000,0,350000000,350000000,1,4860,1636,274,182,186,165,95,226,550,99,10,12,1,6,47,437,150,432,720,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31105,GLOOMUNDERNIGHT,覚醒グルームアンダーナイト,240,4005000,0,350000000,350000000,3,4114,2785,479,262,191,223,187,155,550,99,10,12,2,0,68,437,200,1344,2880,576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31106,RANDGRIS,覚醒ランドグリス,240,5567200,0,350000000,350000000,3,4315,6412,588,506,196,131,125,276,550,99,10,12,2,8,86,437,100,576,576,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31107,IFRIT,覚醒イフリート,240,6240000,0,350000000,350000000,3,5375,3389,436,218,180,201,156,190,550,99,10,12,2,0,83,437,130,212,384,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31108,XM_CELINE_KIMI,覚醒セリーヌ・キミ,240,6666666,0,350000000,350000000,2,4444,4444,479,44,144,44,44,444,550,99,10,12,2,1,28,181,100,576,1056,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31109,AB_GIOIA,覚醒ジオイア,240,9515542,0,350000000,350000000,9,4450,10211,95,18,180,35,45,190,550,99,10,12,2,0,24,1972,100,2592,600,428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31110,EP16_2_MM_CUTIE,覚醒CUTIE,240,8888888,0,350000000,350000000,2,11341,1,888,8,910,70,453,1,550,99,10,12,2,2,47,241,130,1600,600,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31111,BIJOU,覚醒ビジョウ,240,10000000,0,350000000,350000000,2,5555,2611,111,42,190,55,189,256,550,99,10,12,1,7,29,1717,100,2000,1536,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31112,MUSPELLSKOLL_H,覚醒ムスペルスコール,240,75331874,0,350000000,350000000,3,5147,2356,791,331,2198,132,2015,1881,550,99,10,12,2,2,23,165,200,1600,600,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31113,BRINARANEA_H,覚醒ブリナラネア,240,82756621,0,350000000,350000000,3,6069,1469,285,112,2497,176,3015,1135,550,99,10,12,2,4,25,165,150,1600,600,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

20381,EP17_1_R4885_BESTIA,R48-85-ベスティア,185,54885000,0,4332298,12700999,1,26520,5150,1555,124,5220,244,272,618,255,95,10,12,2,2,80,165,150,1600,600,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,512,0,0,0,0,0,0,0,0,0,0,0
20667,MD_SILVA_PAPILIA,シルヴァパピリア,190,150000000,0,37500000,6300000,1,29118,31225,936,1028,580,172,987,475,482,312,10,12,2,3,66,165,120,1600,600,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,512,0,0,0,0,0,0,0,0,0,0,0
20618,BONE_DETALE,ボーンデータルザウルス,220,26352200,0,24449600,18337200,3,175500,153820,1400,281,251,132,202,322,489,121,10,12,2,9,69,1973,200,940,940,480,25765,0,15391,0,20946,0,22208,0,0,0,0,0,0,0,0,0,0,0,300021,0,24449600,10000,23981,0,616,0,25765,0
20659,MD_PITAYA_BOSS,ボスピタヤ,188,50000000,0,40656489,40459542,1,31570,5828,996,480,391,370,420,390,421,360,10,12,1,3,63,165,120,1600,600,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,512,0,0,0,0,0,0,0,0,0,0,0
20928,CHIMERA_THEONE,変異キメラ・ザ・ワン,263,19042400,0,141099887,98769920,2,163541,168756,1654,114,432,244,217,396,534,188,10,12,2,0,40,165,120,1600,600,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,512,0,0,0,0,0,0,0,0,0,0,0
21537,EP19_LIMACINA_BOSS,ウルトラリマキナ,245,29907652,0,107644313,86115450,1,19029,25322,529,659,198,174,253,215,501,33,10,12,2,5,61,165,150,1600,600,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,512,0,0,0,0,0,0,0,0,0,0,0
3473,AS_RAGGED_GOLEM,S・J・アーネストウルフ,160,30000000,0,196453,109040,1,15000,15000,1,1,100000,1,1000,1,1,1,14,16,2,7,89,177,300,960,1632,480,522,1,607,1,28021,1,2038,1,21029,1,19184,1,0,0,0,0,0,0,27035,1,0,0,617,1,12590,1,616,1
3917,JP_E_MONSTER_75,イーブル,180,30000000,0,222222,111111,1,15000,1500,121,100,356,70,81,30,340,80,10,12,1,7,20,177,100,1600,600,600,25159,1,7444,1,607,1,32008,1,20857,1,0,0,0,0,0,0,0,0,27141,1,0,0,12623,1,12590,1,616,1

20610,REGINLEIF,レギンレイヴ,225,25331200,0,49122000,36841200,3,153400,203500,1235,294,389,209,126,367,539,248,10,12,1,8,86,1973,100,574,574,288,25769,0,7063,0,7510,0,25770,0,15400,0,20947,0,22209,0,0,0,512,0,300013,0,49122000,10000,100142,0,616,0,25767,0
20611,INGRID,イングリッド,225,24152390,0,48972000,36818400,2,163300,193650,1100,292,362,221,108,358,528,248,10,12,1,8,86,1973,100,574,574,288,25768,0,7063,0,7510,0,25771,0,15400,0,20947,0,22209,0,0,0,512,0,300014,0,48972000,10000,100142,0,616,0,25767,0
21531,EP19_MD_AQUILA,アクィラ,240,230000000,0,107683510,86146808,1,37312,32334,1500,262,80,80,80,80,800,30,10,12,2,0,20,165,100,1600,600,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,512,0,0,0,0,0,0,0,0,0,0,0
21360,EP18_MD_SCHULANG_L,シュラン,250,600000000,0,0,0,1,50609,50180,500,130,216,135,225,153,382,27,10,12,1,1,29,165,120,1600,600,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,512,0,0,0,0,0,0,0,0,0,0,0
20572,MD_C_HEMEL,呪殺のヒメルメズ,195,600000000,0,156832119,153695477,1,29113,31221,1329,1478,162123,1021,432,1431,1125,323,10,12,1,7,46,165,150,1600,600,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,512,0,0,0,0,0,0,0,0,0,0,0
